RowID,EntryID,Gny,Placement,Finish,Start,Weight,Successful,Experienced,SameDriver,WonLast,WonLastThree
﻿İstanbul_04032020_3_BONJOURELSAMAWİ,﻿İstanbul_04032020_3,"17,15",10,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_3_EFESLİ,﻿İstanbul_04032020_3,"12,55",11,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_3_LİZARDON,﻿İstanbul_04032020_3,"12,15",12,0,0,1,0,1,1,0,0
﻿İstanbul_04032020_4_ARTE,﻿İstanbul_04032020_4,"1,65",1,1,0,1,1,0,0,0,0
﻿İstanbul_04032020_4_EŞİYOK,﻿İstanbul_04032020_4,"5,85",2,1,0,1,0,1,0,0,0
﻿İstanbul_04032020_4_KOLEJGÜZELİ,﻿İstanbul_04032020_4,"29,35",3,1,1,1,0,1,0,0,0
﻿İstanbul_04032020_4_KÜÇÜKTUNCA,﻿İstanbul_04032020_4,"11,25",4,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_4_ESİLASU,﻿İstanbul_04032020_4,"18,80",5,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_4_ÖZÜMASYA,﻿İstanbul_04032020_4,"23,35",6,0,1,1,0,1,0,0,0
﻿İstanbul_04032020_4_LUNADANCER,﻿İstanbul_04032020_4,"9,60",7,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_4_SATILAY,﻿İstanbul_04032020_4,"36,05",8,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_4_BUĞDAYKIZI,﻿İstanbul_04032020_4,"8,00",9,0,1,1,0,0,0,0,0
﻿İstanbul_04032020_4_YEŞİLKIZ,﻿İstanbul_04032020_4,"34,75",10,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_4_ÇERMİKKIZI,﻿İstanbul_04032020_4,"21,45",11,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_4_ALBEBEK,﻿İstanbul_04032020_4,"50,15",12,0,0,1,0,0,0,0,0
﻿İstanbul_04032020_5_JUSTICEFORALL,﻿İstanbul_04032020_5,"1,35",1,1,1,1,1,1,0,0,0
﻿İstanbul_04032020_5_TEENSPIRIT,﻿İstanbul_04032020_5,"7,80",2,1,0,1,1,1,0,0,0
﻿İstanbul_04032020_5_SURPLUS,﻿İstanbul_04032020_5,"12,90",3,1,0,1,0,1,0,0,0
﻿İstanbul_04032020_5_ANAKIN,﻿İstanbul_04032020_5,"7,90",4,0,0,1,1,1,0,0,0
﻿İstanbul_04032020_5_MYAEROBICLADY,﻿İstanbul_04032020_5,"11,05",5,0,0,1,1,0,0,0,0
﻿İstanbul_04032020_5_KAANEGE,﻿İstanbul_04032020_5,"7,00",6,0,1,1,0,1,0,0,0
﻿İstanbul_04032020_5_KAPTANGOLD,﻿İstanbul_04032020_5,"18,90",7,0,1,1,0,0,0,0,0
﻿İstanbul_04032020_6_CARROT,﻿İstanbul_04032020_6,"7,40",1,1,0,1,1,1,0,0,0
﻿İstanbul_04032020_6_INVINCIBLEBABY,﻿İstanbul_04032020_6,"1,75",2,1,1,1,1,1,0,0,0
﻿İstanbul_04032020_6_VICTORYBLUES,﻿İstanbul_04032020_6,"8,60",3,1,1,1,0,1,0,0,0
﻿İstanbul_04032020_6_GANANDOSOLO,﻿İstanbul_04032020_6,"12,15",4,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_6_AGERA,﻿İstanbul_04032020_6,"3,80",5,0,0,1,1,1,0,0,0
﻿İstanbul_04032020_6_FARİLYALI,﻿İstanbul_04032020_6,"13,95",6,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_6_GRASHOF,﻿İstanbul_04032020_6,"9,95",7,0,1,1,1,1,0,0,0
﻿İstanbul_04032020_7_STEELBROTHERS,﻿İstanbul_04032020_7,"4,45",1,1,0,1,1,1,0,0,0
﻿İstanbul_04032020_7_TREACHEROUS,﻿İstanbul_04032020_7,"8,45",2,1,0,1,1,1,0,0,0
﻿İstanbul_04032020_7_BEYKOZ,﻿İstanbul_04032020_7,"5,65",3,1,0,1,1,0,0,0,0
﻿İstanbul_04032020_7_EGYPTUS,﻿İstanbul_04032020_7,"13,05",4,0,1,1,0,0,0,0,0
﻿İstanbul_04032020_7_GÜVENİMSİN,﻿İstanbul_04032020_7,"2,10",6,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_7_BIGAFRICA,﻿İstanbul_04032020_7,"6,75",7,0,0,1,0,0,0,0,0
﻿İstanbul_04032020_7_AUSRORA,﻿İstanbul_04032020_7,"26,15",8,0,1,1,0,1,0,0,0
﻿İstanbul_04032020_7_ŞİVA,﻿İstanbul_04032020_7,"61,95",9,0,1,1,0,0,0,0,0
﻿İstanbul_04032020_8_MONACO,﻿İstanbul_04032020_8,"39,25",1,1,0,1,1,1,0,0,0
﻿İstanbul_04032020_8_FLASHFORWARD,﻿İstanbul_04032020_8,"9,45",2,1,0,1,1,1,0,0,0
﻿İstanbul_04032020_8_MİRAHOR,﻿İstanbul_04032020_8,"8,40",3,1,0,1,0,1,0,0,0
﻿İstanbul_04032020_8_TORCULARIS,﻿İstanbul_04032020_8,"7,65",4,0,1,1,0,1,0,0,0
﻿İstanbul_04032020_8_LIONFLIGHT,﻿İstanbul_04032020_8,"26,20",5,0,0,1,0,0,0,0,0
﻿İstanbul_04032020_8_WINANDDANCE,﻿İstanbul_04032020_8,"58,50",6,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_8_EMPIRESON,﻿İstanbul_04032020_8,"20,05",7,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_8_FERHAN,﻿İstanbul_04032020_8,"9,80",8,0,0,1,1,1,0,0,0
﻿İstanbul_04032020_8_ENGELYOK,﻿İstanbul_04032020_8,"3,80",10,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_8_WOLFCREEK,﻿İstanbul_04032020_8,"7,35",11,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_8_CROCHET,﻿İstanbul_04032020_8,"3,80",12,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_8_SILKROAD,﻿İstanbul_04032020_8,"19,90",13,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_8_LONGSTAR,﻿İstanbul_04032020_8,"7,35",14,0,1,1,0,1,0,0,0
﻿İstanbul_04032020_8_TIMEOUT,﻿İstanbul_04032020_8,"55,90",15,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_8_BABAROS,﻿İstanbul_04032020_8,"33,65",16,0,1,1,0,1,0,0,0
﻿İstanbul_04032020_8_GRANDALP,﻿İstanbul_04032020_8,"42,60",17,0,0,1,0,1,0,0,0
﻿İstanbul_04032020_8_ALEXANDRAPOLI,﻿İstanbul_04032020_8,"26,65",18,0,0,1,0,1,0,0,0
﻿Bursa_04032020_1_PARİON,﻿Bursa_04032020_1,"1,55",1,1,1,1,1,1,0,0,0
﻿Bursa_04032020_1_PETROCELLI,﻿Bursa_04032020_1,"2,20",2,1,1,1,1,1,0,0,0
﻿Bursa_04032020_1_KOSOVAATEŞİ,﻿Bursa_04032020_1,"6,55",3,1,0,1,0,1,1,1,1
﻿Bursa_04032020_1_GOLDCOUST,﻿Bursa_04032020_1,"10,75",4,0,1,1,1,1,0,0,0
﻿Bursa_04032020_2_POWERBANK,﻿Bursa_04032020_2,"5,45",1,1,0,1,1,1,0,0,0
﻿Bursa_04032020_2_DANIELASDAUGHTER,﻿Bursa_04032020_2,"13,00",2,1,0,1,0,1,0,0,0
﻿Bursa_04032020_2_STRONGER,﻿Bursa_04032020_2,"3,25",3,1,1,1,0,1,0,0,0
﻿Bursa_04032020_2_WINDOFBERKCAN,﻿Bursa_04032020_2,"8,60",4,0,1,1,1,0,0,0,0
﻿Bursa_04032020_2_THREECASTELS,﻿Bursa_04032020_2,"7,50",5,0,0,1,0,1,0,0,0
﻿Bursa_04032020_2_ANITABLAKE,﻿Bursa_04032020_2,"8,50",6,0,0,1,0,1,0,0,0
﻿Bursa_04032020_2_ARPELLO,﻿Bursa_04032020_2,"5,25",7,0,0,1,0,1,0,0,0
"﻿Bursa_04032020_2_DREAMCASTLE
(GB)",﻿Bursa_04032020_2,"13,85",8,0,0,1,1,0,0,0,0
﻿Bursa_04032020_2_TURKNUR,﻿Bursa_04032020_2,"11,00",9,0,0,1,0,1,0,0,0
﻿Bursa_04032020_2_BRAVEACTRESS,﻿Bursa_04032020_2,"20,55",10,0,1,1,0,0,0,0,0
﻿Bursa_04032020_3_KARAMÜRSELLİ,﻿Bursa_04032020_3,"9,55",1,1,0,1,0,0,0,0,0
﻿Bursa_04032020_3_LILIAN,﻿Bursa_04032020_3,"10,30",2,1,1,1,1,0,0,0,0
﻿Bursa_04032020_3_CATCHTHEBREEZE,﻿Bursa_04032020_3,"7,40",3,1,0,1,0,0,0,0,0
﻿Bursa_04032020_3_FEYMANABİ,﻿Bursa_04032020_3,"1,70",4,0,0,1,0,0,0,0,0
﻿Bursa_04032020_3_ROLLERCOASTER,﻿Bursa_04032020_3,"7,30",5,0,0,1,0,0,0,0,0
﻿Bursa_04032020_3_STALINGRAD,﻿Bursa_04032020_3,"13,30",6,0,1,1,0,0,0,0,0
﻿Bursa_04032020_3_ŞADİYEHANIM,﻿Bursa_04032020_3,"11,45",7,0,0,1,0,0,0,0,0
﻿Bursa_04032020_3_INTERNATIONALMAN,﻿Bursa_04032020_3,"21,45",8,0,0,1,0,1,0,0,0
﻿Bursa_04032020_3_BALKANFIRTINASI,﻿Bursa_04032020_3,"14,45",9,0,1,1,0,0,0,0,0
﻿Bursa_04032020_4_YURTTAY,﻿Bursa_04032020_4,"14,55",1,1,0,1,0,1,0,0,0
﻿Bursa_04032020_4_BABAMENDUH,﻿Bursa_04032020_4,"3,65",2,1,0,1,0,1,0,0,0
﻿Bursa_04032020_4_AŞIKBEY,﻿Bursa_04032020_4,"4,90",3,1,1,1,0,1,0,0,0
﻿Bursa_04032020_4_TUTARLI,﻿Bursa_04032020_4,"9,95",4,0,1,1,1,1,0,0,0
﻿Bursa_04032020_4_KAMÇI,﻿Bursa_04032020_4,"4,00",5,0,0,1,0,1,0,0,0
﻿Bursa_04032020_4_KELEMER,﻿Bursa_04032020_4,"7,80",6,0,0,1,0,1,0,0,0
﻿Bursa_04032020_4_HÜRSEV,﻿Bursa_04032020_4,"4,80",7,0,0,1,0,1,0,0,0
﻿Bursa_04032020_4_KUTLUŞAHIM,﻿Bursa_04032020_4,"17,20",8,0,1,1,0,1,0,0,0
﻿Bursa_04032020_4_AHMİN,﻿Bursa_04032020_4,"21,65",9,0,0,1,0,1,0,0,0
﻿Bursa_04032020_5_ÇELİKMAVİ,﻿Bursa_04032020_5,"2,75",1,1,0,1,0,0,1,1,1
﻿Bursa_04032020_5_ULUBEYİ,﻿Bursa_04032020_5,"5,55",2,1,1,1,1,1,0,0,0
﻿Bursa_04032020_5_KUBALI,﻿Bursa_04032020_5,"14,30",3,1,1,1,1,1,0,0,0
﻿Bursa_04032020_5_ŞİNTAY,﻿Bursa_04032020_5,"7,50",4,0,0,1,0,1,0,0,0
﻿Bursa_04032020_5_KARAVAŞ,﻿Bursa_04032020_5,"7,50",5,0,1,1,0,1,0,0,0
﻿Bursa_04032020_5_EĞİLATEŞİ,﻿Bursa_04032020_5,"5,75",6,0,0,1,1,1,0,0,0
﻿Bursa_04032020_5_ERGÜÇLÜ,﻿Bursa_04032020_5,"2,35",7,0,0,1,0,1,0,0,0
﻿Bursa_04032020_6_ÖZEKAN,﻿Bursa_04032020_6,"2,10",1,1,0,1,1,1,0,0,0
﻿Bursa_04032020_6_AKAĞAÇ,﻿Bursa_04032020_6,"4,40",2,1,1,1,0,1,0,0,0
﻿Bursa_04032020_6_NASUHOĞLU,﻿Bursa_04032020_6,"3,20",3,1,0,1,1,1,0,0,0
﻿Bursa_04032020_6_RENGÜL,﻿Bursa_04032020_6,"9,60",4,0,1,1,0,1,0,0,0
﻿Bursa_04032020_6_FANİZAN,﻿Bursa_04032020_6,"12,70",5,0,1,1,0,1,0,0,0
﻿Bursa_04032020_6_MEZİTHABER,﻿Bursa_04032020_6,"25,20",6,0,0,1,0,1,0,0,0
﻿Bursa_04032020_6_ACIDİLLİFATİH,﻿Bursa_04032020_6,"9,35",7,0,0,1,0,1,0,0,0
﻿Bursa_04032020_7_CİHATAĞA,﻿Bursa_04032020_7,"1,95",1,1,1,1,1,1,0,0,0
﻿Bursa_04032020_7_QUADBORN,﻿Bursa_04032020_7,"3,50",2,1,1,1,0,0,0,0,0
﻿Bursa_04032020_7_DUNCAN,﻿Bursa_04032020_7,"9,25",3,1,0,1,0,1,0,0,0
﻿Bursa_04032020_7_HEROES,﻿Bursa_04032020_7,"50,75",4,0,0,1,0,0,0,0,0
﻿Bursa_04032020_7_COMANCHERO,﻿Bursa_04032020_7,"6,45",5,0,0,1,0,0,0,0,0
﻿Bursa_04032020_7_OURPRIDE,﻿Bursa_04032020_7,"14,50",6,0,1,1,0,0,0,0,0
﻿Bursa_04032020_7_NOBLENESS,﻿Bursa_04032020_7,"43,50",7,0,0,1,0,0,0,0,0
﻿Bursa_04032020_7_KARAKORSAN,﻿Bursa_04032020_7,"28,70",8,0,0,1,0,0,0,0,0
﻿Bursa_04032020_7_CHIRON,﻿Bursa_04032020_7,"18,40",9,0,0,1,0,1,0,0,0
﻿Bursa_04032020_7_GRAFIN,﻿Bursa_04032020_7,"13,45",10,0,0,1,0,1,0,0,0
﻿Kempton Park Birleşik Krallık_04032020_1_STARALBİNA,﻿Kempton Park Birleşik Krallık_04032020_1,"2,30",3,1,0,1,0,0,0,0,0
﻿Kempton Park Birleşik Krallık_04032020_1_WHITECREST,﻿Kempton Park Birleşik Krallık_04032020_1,"15,25",5,0,1,1,0,1,0,0,0
"﻿Kempton Park Birleşik Krallık_04032020_2_DOUBLEDEUCE
(IRE)",﻿Kempton Park Birleşik Krallık_04032020_2,"7,70",7,0,0,1,0,0,0,0,0
﻿Kempton Park Birleşik Krallık_04032020_3_BECALM,﻿Kempton Park Birleşik Krallık_04032020_3,"1,80",1,1,0,1,0,0,0,0,0
﻿Kempton Park Birleşik Krallık_04032020_3_LUCKYFOOT,﻿Kempton Park Birleşik Krallık_04032020_3,"4,55",6,0,1,1,1,1,0,0,0
﻿Kempton Park Birleşik Krallık_04032020_4_WINFORELİF,﻿Kempton Park Birleşik Krallık_04032020_4,"10,20",4,0,0,1,1,0,0,0,0
﻿Kempton Park Birleşik Krallık_04032020_4_ELDIABLO,﻿Kempton Park Birleşik Krallık_04032020_4,"6,90",6,0,0,1,0,0,0,0,0
﻿Kempton Park Birleşik Krallık_04032020_4_HOBBİT,﻿Kempton Park Birleşik Krallık_04032020_4,"43,00",10,0,0,1,0,0,0,0,0
﻿Kempton Park Birleşik Krallık_04032020_6_MRKUMUK,﻿Kempton Park Birleşik Krallık_04032020_6,"22,95",9,0,0,1,0,0,0,0,0
﻿Kempton Park Birleşik Krallık_04032020_6_STORMGIRL,﻿Kempton Park Birleşik Krallık_04032020_6,"8,70",11,0,0,1,0,0,0,0,0
﻿Kempton Park Birleşik Krallık_04032020_7_BLACKADLER,﻿Kempton Park Birleşik Krallık_04032020_7,"18,20",3,1,0,1,0,1,0,1,1
﻿Kempton Park Birleşik Krallık_04032020_7_MONTELLA,﻿Kempton Park Birleşik Krallık_04032020_7,"10,00",4,0,0,1,0,1,0,0,0
﻿Kempton Park Birleşik Krallık_04032020_7_HEYMARJA,﻿Kempton Park Birleşik Krallık_04032020_7,"14,35",9,0,0,1,1,1,0,0,0
﻿Greyville Güney Afrika_04032020_3_SILVERCLOUD,﻿Greyville Güney Afrika_04032020_3,"12,05",5,0,0,1,1,1,0,0,0
﻿Greyville Güney Afrika_04032020_4_GRANDECAPITANO,﻿Greyville Güney Afrika_04032020_4,"4,00",3,1,0,1,0,1,0,0,0
﻿Greyville Güney Afrika_04032020_4_FLYINGDUTCHMAN,﻿Greyville Güney Afrika_04032020_4,"17,95",5,0,0,1,0,1,0,0,0
﻿Greyville Güney Afrika_04032020_4_ROCKYFORKMNM,﻿Greyville Güney Afrika_04032020_4,"22,90",12,0,1,1,0,1,0,0,0
﻿Greyville Güney Afrika_04032020_6_ROYALCHICK,﻿Greyville Güney Afrika_04032020_6,"7,20",5,0,1,1,1,0,0,0,0
﻿Greyville Güney Afrika_04032020_6_DIFFERENTE,﻿Greyville Güney Afrika_04032020_6,"6,40",8,0,1,1,0,0,0,0,0
﻿Greyville Güney Afrika_04032020_7_DIAMONDDASH,﻿Greyville Güney Afrika_04032020_7,"9,20",4,0,0,1,1,1,0,0,0
﻿İzmir_05032020_1_HARDFLOOD,﻿İzmir_05032020_1,"4,55",1,1,1,1,0,1,0,0,0
﻿İzmir_05032020_1_GÜVENHAN,﻿İzmir_05032020_1,"2,85",2,1,0,1,1,1,0,0,0
﻿İzmir_05032020_1_ALAYBEY,﻿İzmir_05032020_1,"8,65",3,1,1,1,0,1,0,0,0
﻿İzmir_05032020_1_FİRDESTAY,﻿İzmir_05032020_1,"5,10",4,0,0,1,0,1,0,0,0
﻿İzmir_05032020_1_MISKYBABY,﻿İzmir_05032020_1,"10,90",5,0,0,1,0,1,0,0,0
﻿İzmir_05032020_1_MYAEROBICLADY,﻿İzmir_05032020_1,"10,05",6,0,0,1,1,0,0,0,0
﻿İzmir_05032020_1_WALTZGOESON,﻿İzmir_05032020_1,"3,80",7,0,1,1,1,1,1,0,0
﻿İzmir_05032020_2_SELİMABİ,﻿İzmir_05032020_2,"3,00",1,1,0,1,0,1,0,0,0
﻿İzmir_05032020_2_ALİYAR,﻿İzmir_05032020_2,"2,10",2,1,1,1,0,1,0,0,0
﻿İzmir_05032020_2_GÖVDELİ,﻿İzmir_05032020_2,"12,95",3,1,1,1,0,1,0,0,0
﻿İzmir_05032020_2_JALGIN,﻿İzmir_05032020_2,"15,50",4,0,0,1,0,1,0,0,0
﻿İzmir_05032020_2_SONKAN,﻿İzmir_05032020_2,"3,75",5,0,1,1,0,1,1,0,0
﻿İzmir_05032020_2_SARRAFINOĞLU,﻿İzmir_05032020_2,"8,10",6,0,0,1,0,1,0,0,0
﻿İzmir_05032020_3_HÜSNİ,﻿İzmir_05032020_3,"8,55",1,1,0,1,0,1,0,0,0
﻿İzmir_05032020_3_MUTLUÇOCUK,﻿İzmir_05032020_3,"1,40",2,1,1,1,0,1,1,0,0
﻿İzmir_05032020_3_ABANABEYİ,﻿İzmir_05032020_3,"13,15",3,1,1,1,0,1,1,0,0
﻿İzmir_05032020_3_CAHİDESULTAN,﻿İzmir_05032020_3,"11,70",4,0,0,1,0,1,0,0,0
﻿İzmir_05032020_3_NALBANTKAYA,﻿İzmir_05032020_3,"5,50",5,0,1,1,0,1,0,0,0
﻿İzmir_05032020_3_ELBRUZ,﻿İzmir_05032020_3,"5,95",6,0,0,1,0,1,0,1,1
﻿İzmir_05032020_4_KUNDAKTEPE,﻿İzmir_05032020_4,"12,85",1,1,1,1,0,0,0,0,0
﻿İzmir_05032020_4_BİRUMUT,﻿İzmir_05032020_4,"2,80",2,1,1,1,0,1,1,0,0
﻿İzmir_05032020_4_BAYGAZO,﻿İzmir_05032020_4,"1,80",3,1,1,1,0,1,0,0,0
﻿İzmir_05032020_4_İRADELİYILDIZ,﻿İzmir_05032020_4,"4,70",4,0,0,1,0,1,1,0,0
﻿İzmir_05032020_4_ATEŞADASI,﻿İzmir_05032020_4,"7,05",5,0,0,1,0,1,1,1,1
﻿İzmir_05032020_5_EGENİNASLANI,﻿İzmir_05032020_5,"4,25",1,1,0,1,1,1,0,0,0
﻿İzmir_05032020_5_AKALP,﻿İzmir_05032020_5,"6,10",2,1,0,1,0,1,1,1,1
﻿İzmir_05032020_5_ALPTUĞHAN,﻿İzmir_05032020_5,"1,50",3,1,1,1,1,1,0,0,0
﻿İzmir_05032020_5_NİNOŞUNOĞLU,﻿İzmir_05032020_5,"8,20",4,0,0,1,1,1,0,0,0
﻿İzmir_05032020_5_TEKİNER,﻿İzmir_05032020_5,"10,90",5,0,1,1,0,1,0,0,0
﻿İzmir_05032020_5_YÜCELİR,﻿İzmir_05032020_5,"14,25",6,0,1,1,0,1,0,0,0
﻿İzmir_05032020_6_FINDIKKIRAN,﻿İzmir_05032020_6,"7,65",1,1,0,1,0,1,0,0,0
﻿İzmir_05032020_6_FRESHYOURSELF,﻿İzmir_05032020_6,"2,10",2,1,1,1,1,1,0,0,0
﻿İzmir_05032020_6_JİNET,﻿İzmir_05032020_6,"5,05",3,1,1,1,0,1,0,0,0
﻿İzmir_05032020_6_OVERASHILLING,﻿İzmir_05032020_6,"8,80",4,0,0,1,1,1,0,0,0
﻿İzmir_05032020_6_LADYACAR,﻿İzmir_05032020_6,"11,25",5,0,1,1,0,0,0,0,0
﻿İzmir_05032020_6_JAKVJETAR,﻿İzmir_05032020_6,"3,00",6,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_1_JUANA,﻿Şanlıurfa_05032020_1,"6,90",1,1,1,1,0,1,0,0,0
﻿Şanlıurfa_05032020_1_KORKUSUZADAM,﻿Şanlıurfa_05032020_1,"1,75",2,1,1,1,1,0,0,0,0
﻿Şanlıurfa_05032020_1_DİMİTRA,﻿Şanlıurfa_05032020_1,"25,00",3,1,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_1_DEMİRHAN,﻿Şanlıurfa_05032020_1,"3,80",4,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_1_ECESULTAN,﻿Şanlıurfa_05032020_1,"12,10",5,0,1,1,0,1,0,0,0
﻿Şanlıurfa_05032020_1_DEEPACTION,﻿Şanlıurfa_05032020_1,"11,30",6,0,0,1,0,0,0,0,0
﻿Şanlıurfa_05032020_1_LASTCHANCELADY,﻿Şanlıurfa_05032020_1,"21,85",7,0,0,1,1,0,0,0,0
﻿Şanlıurfa_05032020_1_BRAINTOBRAIN,﻿Şanlıurfa_05032020_1,"32,30",8,0,0,1,0,0,0,0,0
﻿Şanlıurfa_05032020_1_PHOEBEBUFFAY,﻿Şanlıurfa_05032020_1,"11,90",9,0,0,1,0,1,1,0,0
﻿Şanlıurfa_05032020_2_WARBIRD,﻿Şanlıurfa_05032020_2,"2,10",1,1,1,1,0,1,1,0,0
﻿Şanlıurfa_05032020_2_SÜREYYAHANIM,﻿Şanlıurfa_05032020_2,"3,85",2,1,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_2_DİYAPİRİM,﻿Şanlıurfa_05032020_2,"5,35",3,1,1,1,0,1,0,0,0
﻿Şanlıurfa_05032020_2_AYSUCAN,﻿Şanlıurfa_05032020_2,"7,75",4,0,1,1,0,1,0,0,0
﻿Şanlıurfa_05032020_2_KAHİRA,﻿Şanlıurfa_05032020_2,"12,25",5,0,0,1,0,0,0,0,0
﻿Şanlıurfa_05032020_2_BARBIEHALA,﻿Şanlıurfa_05032020_2,"11,30",6,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_2_ŞEKKİYA,﻿Şanlıurfa_05032020_2,"8,30",7,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_3_ÖZLATİKA,﻿Şanlıurfa_05032020_3,"6,85",1,1,0,1,0,0,0,0,0
﻿Şanlıurfa_05032020_3_SONESEN,﻿Şanlıurfa_05032020_3,"5,05",2,1,1,1,0,1,0,0,0
﻿Şanlıurfa_05032020_3_SANCAKÇİÇEĞİ,﻿Şanlıurfa_05032020_3,"14,70",3,1,1,1,0,1,0,0,0
﻿Şanlıurfa_05032020_3_GÜLAYFER,﻿Şanlıurfa_05032020_3,"5,60",4,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_3_SAFİRA,﻿Şanlıurfa_05032020_3,"8,90",5,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_3_EZHANIM,﻿Şanlıurfa_05032020_3,"20,20",6,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_3_DOĞRULARGÜLÜ,﻿Şanlıurfa_05032020_3,"21,25",7,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_3_KESVACANGÜN,﻿Şanlıurfa_05032020_3,"2,95",8,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_3_SİVASLIKIZI,﻿Şanlıurfa_05032020_3,"27,70",9,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_3_KADRİYEHANIM,﻿Şanlıurfa_05032020_3,"22,90",10,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_3_KÜÇÜKDENİZKIZI,﻿Şanlıurfa_05032020_3,"14,35",11,0,1,1,0,1,0,0,0
﻿Şanlıurfa_05032020_3_FİYONA,﻿Şanlıurfa_05032020_3,"20,20",12,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_4_HARZEMŞAHLI,﻿Şanlıurfa_05032020_4,"8,15",1,1,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_4_UÇURAN,﻿Şanlıurfa_05032020_4,"9,10",2,1,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_4_BARBAROSBEY,﻿Şanlıurfa_05032020_4,"7,00",3,1,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_4_KIRKPINAR,﻿Şanlıurfa_05032020_4,"17,55",4,0,1,1,0,1,0,0,0
﻿Şanlıurfa_05032020_4_DEMİRYAYLASI,﻿Şanlıurfa_05032020_4,"7,85",5,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_4_DİZDARMERT,﻿Şanlıurfa_05032020_4,"3,85",6,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_4_SOKAKKRALI,﻿Şanlıurfa_05032020_4,"9,90",7,0,0,1,0,1,0,1,1
﻿Şanlıurfa_05032020_4_ÖZGENHAN,﻿Şanlıurfa_05032020_4,"11,45",8,0,1,1,0,1,1,0,0
﻿Şanlıurfa_05032020_4_ALOGLUM,﻿Şanlıurfa_05032020_4,"23,60",9,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_4_SEVMURAT,﻿Şanlıurfa_05032020_4,"19,55",10,0,1,1,0,1,0,0,0
﻿Şanlıurfa_05032020_4_TUMBULKAVÇİNOĞLU,﻿Şanlıurfa_05032020_4,"12,45",11,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_4_HACIVAT,﻿Şanlıurfa_05032020_4,"6,35",12,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_4_AKTAŞOĞLUMSUN,﻿Şanlıurfa_05032020_4,"7,85",13,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_5_NARCOTIC,﻿Şanlıurfa_05032020_5,"3,85",1,1,1,1,0,1,0,0,0
﻿Şanlıurfa_05032020_5_BUZKRALI,﻿Şanlıurfa_05032020_5,"9,30",2,1,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_5_ASİÇERMİK,﻿Şanlıurfa_05032020_5,"11,60",3,1,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_5_BENTEN,﻿Şanlıurfa_05032020_5,"3,85",4,0,1,1,0,1,0,0,0
﻿Şanlıurfa_05032020_5_ÇAVREŞE,﻿Şanlıurfa_05032020_5,"7,15",5,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_5_BAĞIŞBEY,﻿Şanlıurfa_05032020_5,"13,10",6,0,1,1,0,0,0,0,0
﻿Şanlıurfa_05032020_5_ZELİŞSULTAN,﻿Şanlıurfa_05032020_5,"3,95",7,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_5_STRONGPRINCESS,﻿Şanlıurfa_05032020_5,"20,90",8,0,0,1,0,1,0,0,0
﻿Şanlıurfa_05032020_5_NALÇIK,﻿Şanlıurfa_05032020_5,"17,95",9,0,0,1,0,0,0,0,0
